id,year,genres
454,"Fir, The (1993)"455,1993,Adventure|Children|Drama
456,1994,Crime|Drama|Thriller
457,itiv, The (1993)"458,1993,Drama|Western
459,tawa, The (1994)"460,1994,Comedy
461,1994,Drama|Romance
462,fric, A (1994)"463,1993,Crime|Drama|Thriller
464,1993,Action|Adventure|Crime|Thriller
465,1993,Action|Drama|War
466,1993,Action|Comedy|War
467,1995,Comedy
468,ntai, The (1995)"469,irit, The (1993)"470,1994,Comedy
471,Prox, The (1994)"472,1994,Comedy|Drama
473,1994,Comedy|War
474,1993,Action|Thriller
475,1993,Drama
476,kwel, The (1994)"477,1993,Drama|Musical
478,1994,Comedy|Crime|Drama
479,1993,Action|Crime|Thriller
480,1993,Action|Adventure|Sci-Fi|Thriller
481,1993,Drama|Thriller
482,1994,Crime|Drama|Thriller
483,1993,Drama
484,1994,Adventure|Children
485,1993,Action|Adventure|Comedy|Fantasy
486,1993,Comedy
487,1994,Comedy|Western
488,1993,Drama|Romance
489,1993,Comedy
490,1993,Thriller
491, Fac, The (1993)"492,1993,Comedy|Mystery
493,1993,Action|Crime|Drama
494,1996,Action|Adventure|Thriller
495,1976,Drama
496,1994,Comedy|Drama|Romance|Thriller
497,1993,Comedy|Romance
498,1993,Drama|Romance
499,1993,Comedy|Romance
500,1993,Comedy|Drama
501,1993,Drama
502,e Ki, The (1994)"503,w Ag, The (1994)"504,1994,Action|Drama|Sci-Fi
505,1994,Comedy
506,1992,Drama|Fantasy|Romance
507,Worl, A (1993)"508,1993,Drama
509,Pian, The (1993)"510,1993,Drama
511,ogra, The (1993)"512,ster, The (1994)"513,1994,Comedy|Mystery|Romance
514,"Re, The (1994)"515,e Da, The (1993)"516,1994,Comedy|Drama
517,1993,Action|Drama|Mystery
518,vill, The (1994)"519,1993,Action|Crime|Drama|Sci-Fi|Thriller
520,1993,Comedy
521,1993,Crime|Thriller
522,1992,Action|Drama
523,1993,Drama
524,1993,Drama
525,ngto, The (1993)"526,auve, Les) (1992)"527,1993,Drama|War
528,Scou, The (1994)"529,1993,Drama
530,1994,Drama
531,arde, The (1993)"532,1994,Comedy|Crime|Horror
533,hado, The (1994)"534,1993,Drama|Romance
535,1993,Drama
536, Fat, A (1994)"537,1994,Drama
538,1993,Drama
539,1993,Comedy|Drama|Romance
540,1993,Thriller
541,1982,Action|Sci-Fi|Thriller
542,1993,Comedy|Drama|Romance
543,1993,Comedy|Romance|Thriller
544,1993,Action|Crime
545,1985,Drama
546,1993,Action|Adventure|Children|Comedy|Fantasy|Sci-Fi
547,1994,Action|Adventure|Thriller
548,1994,Action|Mystery|Thriller
549,1993,Drama|Musical
550,1994,Comedy|Romance
551,stma, The (1993)"552,teer, The (1993)"553,1993,Action|Drama|Western
554,1994,Crime|Drama|Thriller
555,1993,Crime|Thriller
556, Roo, The (1993)"558,aste, The (1994)"559,Pari, France (1993)"560,Egyp, Maine561,1994,Drama|Thriller
562,1995,Comedy|Drama
563,1993,Drama|Romance
564,1994,Comedy
565,1993,Drama|Horror
566,1994,Comedy|Romance
567,1993,Comedy|Drama
568,1993,Comedy|Drama
569,1994,Comedy|Drama
570,gsho, The (Kådisbellan) (1993)"571, Gif, The (1994)"572,1994,Drama
573,"Cia, Professore! (Io speriamo che me la cavo) (1992)"574,1994,Comedy|Drama
575,scal, The (1994)"576,1993,Comedy
577,1994,Adventure|Children|Drama
579,scor, The (Scorta580,1994,Drama
581,lose, The (1995)"582,1993,Comedy|Drama
583,1994,Comedy|Drama
584,1993,Drama|Romance
585,Movi, The (1995)"586,1990,Children|Comedy
587,1990,Comedy|Drama|Fantasy|Romance|Thriller
588,1992,Adventure|Animation|Children|Comedy|Musical
589,1991,Action|Sci-Fi
590,1990,Adventure|Drama|Western
591,1995,Action|Drama|Thriller
592,1989,Action|Crime|Thriller
593,Lamb, The (1991)"594,1937,Animation|Children|Drama|Fantasy|Musical
595,1991,Animation|Children|Fantasy|Musical|Romance|IMAX
596,1940,Animation|Children|Fantasy|Musical
597,1990,Comedy|Romance
598,1994,Comedy|Fantasy
599,Bunc, The (1969)"600,1994,Action|Comedy|Crime
601,Brid, The (Yan shen) (1994)"602,arle, A (1994)"603,e By, Love (1995)"604,1996,Documentary
605,1996,Drama|Romance
606,1995,Fantasy|Horror
607,1993,Drama
608,1996,Comedy|Crime|Drama|Thriller
609,1996,Adventure|Children
610,1981,Action|Adventure|Animation|Horror|Sci-Fi
611,1996,Action|Horror|Sci-Fi
612,eare, The (1996)"613,1996,Drama|Romance
614,1994,Drama|Thriller
615,1973,Comedy|Drama
616,ocat, The (1970)"617,ecre, The (La flor de mi secreto) (1995)"618,1995,Comedy|Romance
619,1996,Comedy
620,1991,Drama
621,1993,Drama
623,ffai, A (1995)"624,1995,Action|Drama|Thriller
625,1990,Drama
626, Hat, A (1996)"627,uppe, The (1995)"628,1996,Crime|Drama|Mystery|Thriller
629,1995,Drama
630,1996,Drama|Romance
631,1996,Adventure|Animation|Children|Fantasy|Musical|Romance
632,1995,Drama|War
633,1995,Comedy
634,1995,Comedy
635,Thin, A (1996)"636,1995,Drama
637,1996,Comedy
638,1995,Romance
639,1996,Comedy|Drama
640,1996,Drama|Thriller
641,ndia, Big City (Un indien dans la ville) (1994)"642,1995,Drama
643,1996,Comedy
644,1996,Comedy
645,1995,Drama
647,1996,Action|Crime|Drama|War
648,1996,Action|Adventure|Mystery|Thriller
649,1995,Comedy|Drama
650,1996,Drama
651,rwei, Das (1996)"652,"30, 302 (301/302) (1995)"653,1996,Action|Adventure|Fantasy
654,1996,Drama|Romance
655,1995,Comedy
656,1996,Comedy
657,1994,Comedy|Drama
658,1995,Drama|Musical
659,1960,Crime|Drama|Thriller
660,1996,Drama
661,1996,Adventure|Animation|Children|Fantasy|Musical
662,1996,Thriller
663,1996,Comedy
664,1996,Comedy
665,1995,Comedy|Drama|War
666,1995,Drama|Romance|War
667,1996,Action
668,1955,Drama
670,f Ap, The (Apur Sansar) (1959)"671,1996,Comedy|Sci-Fi
672,1995,Drama
673,1996,Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi
674,1968,Adventure|Comedy|Sci-Fi
675,1994,Action|Drama|Thriller
676,1996,Comedy|Horror|Sci-Fi
678,1993,Drama|Thriller
679,untr, The (1995)"680,vill, une étrange aventure de Lemmy Caution) (1965)"681,1981,Crime
682,1994,Documentary|Drama
683,Vich, The (Oeil de Vichy684,1980,Drama
685,1996,Drama
687,1994,Drama|Romance
688,1995,Action|Adventure|Comedy|War
690,omis, The (Versprechen691,1996,Comedy|Romance
692,1996,Action|Sci-Fi|Thriller
693,1994,Drama
694,itut, The (1996)"695,1996,Mystery|Thriller
696,1995,Drama|Thriller
697,1996,Drama|Romance
698,1995,Drama
699,1991,Drama
700,1995,Comedy
701,1992,Drama
702,1968,Drama
703,1996,Drama
704,Ques, The (1996)"705,1996,Comedy
706,1996,Drama
707,1996,Crime|Drama|Thriller
708, Dog, The (1996)"709,1988,Adventure|Animation|Children|Comedy|Musical
710,1996,Comedy
711,1996,Adventure|Children
712,1994,Crime|Drama|Romance|Thriller
713,1994,Drama
714,1995,Drama|Mystery|Western
715, Roo, The (Hussard sur le toit716,1975,Crime
717,1995,Comedy
718,itor, The (Visiteurs719,1996,Comedy
720,1996,Adventure|Animation|Comedy
721,1995,Drama
722,d Jr, The (1996)"723,1986,Drama
724,Craf, The (1996)"725, Hyp, The (1996)"726,1996,Drama
727,1995,Documentary
728,1995,Comedy
729,ment, or This Dream People Call Human Life (1995)"730,1994,Drama
731,1996,Crime|Thriller
732,1996,Crime
733,"Roc, The (1996)"734,1996,Comedy
735,1994,Horror
736,1996,Action|Adventure|Romance|Thriller
737,1996,Action|Sci-Fi
738,Garç, Le (1995)"739,1996,Comedy
741,1995,Animation|Sci-Fi
742,1996,Horror|Thriller
743,1996,Comedy
744,1995,Drama
745,1995,Animation|Children|Comedy
746,1948,Film-Noir
747,upid, The (1996)"748,riva, The (1996)"749,Unde, The (1943)"750,1964,Comedy|War
751,1992,Comedy|Horror
752,1992,Comedy|Documentary|Romance
753, Lak, A (1995)"754,1995,Adventure|Children
755,1950,Children|Drama
756,1994,Documentary
757,1994,Drama
758,"Ja, The (Khomreh) (1992)"759,1994,Documentary
760,1993,Drama|War
761,anto, The (1996)"762,1996,Comedy|Crime
763,King, The (a.k.a. Summer Fling) (1996)"764,1995,Drama|Romance
765,1996,Comedy|Drama
766,1996,Drama
767, Har, The (1995)"768,1995,Drama
769,1996,Documentary
770,1946,Drama
771,bell, La) (1987)"772,1992,Comedy
773,1973,Drama
774,1982,Drama
775,1968,Horror|Mystery
776,1994,Comedy|Drama
777,1995,War
778,1996,Comedy|Crime|Drama
779,1997,Drama|Romance
780,1996,Action|Adventure|Sci-Fi|Thriller
781,1996,Drama
782,"Fa, The (1996)"783, Dam, The (1996)"784,e Gu, The (1996)"785,1996,Comedy
786,1996,Action|Drama|Thriller
787,Peac, The (1995)"788,esso, The (1996)"789,", the Worst of All (Yo790,umme, An (Un été inoubliable) (1994)"791,owsk, His Life and Music792, Tal, A (Hol volt793,1993,Drama
794,1994,Comedy|Drama
795,1994,Drama
796,Thin, A (1974)"797,e Se, The (Vieille qui marchait dans la mer798,1996,Action|Adventure|Drama|Thriller
799,ener, The (1996)"800,1996,Drama|Mystery|Western
801,1996,Children|Comedy
802,1996,Drama|Romance
803,1996,Comedy|Drama|Romance
804,1996,Comedy|Romance
805, Kil, A (1996)"806,1996,Crime|Drama
807,Pari, Les) (1995)"808,1996,Adventure|Children
809,1996,Action|Adventure
810,1996,Children|Comedy|Fantasy
812,1994,Drama
813,1996,Comedy
814, Hat, A (1995)"815,1996,Action|Mystery|Thriller
816,1995,Drama
818,eque, A (1996)"819,1993,Comedy|Drama
820,ardi, La) (1956)"821,Oasi, The (1995)"822,1992,Drama|Romance|War
823,ecto, The (La collectionneuse) (1967)"824,1993,Drama|Mystery
825,1996,Comedy|Romance
826,1995,Drama
827,nven, The (O Convento) (1995)"828,cchi, The (1996)"829,1996,Comedy|Fantasy|Musical
830, Clu, The (1996)"831,1995,Drama
832,1996,Crime|Thriller
833,1996,Comedy
834,1996,Comedy
835,1996,Drama
836,1996,Action|Adventure|Thriller
837,1996,Children|Comedy|Fantasy
838,1996,Comedy|Drama|Romance
839,ngel, The (1996)"840,1996,Children|Comedy
841,isag, Les) (1959)"842,1996,Comedy|Horror
843,1995,Drama
844,nghu, The (Xinghua san yue tian) (1994)"845, Col, The (Tianguo niezi) (1994)"846,1995,Drama
847,ueez, The (1996)"848,Gril, The (1996)"849,1996,Action|Adventure|Sci-Fi|Thriller
850,1995,Crime|Drama
851,1996,Drama
852,1996,Comedy|Drama|Romance
853,1991,Drama
854,ayam, The (Narayama Bushiko) (1958)"855,1990,Drama
856,1993,Comedy
857,1949,Drama
858,athe, The (1972)"859,utio, The (1996)"860,Mayb, Maybe Not (Bewegte Mann861,1992,Action|Comedy|Crime|Thriller
862,1996,Drama
864,"Wif, The (1995)"865,1996,Drama
866,1996,Crime|Drama|Romance|Thriller
867,1996,Comedy|Crime
868,1991,Comedy
869,1996,Crime|Drama|Musical|Thriller
870,1997,Comedy
871,1996,Comedy
872,1994,Drama
873,1976,Drama
874,1995,Crime|Drama
875,1994,Action|Crime|Drama
876,1993,Action|Comedy|Crime|Thriller
877,1996,Comedy|Drama
878,1995,Drama
879,Reli, The (1997)"880,orea, The (1996)"881,1996,Children|Comedy
882,ffec, The (1996)"884,1996,Drama
885,1996,Children|Drama|Fantasy
886,1996,Action|Comedy|Crime
887,1998,Drama
888,1995,Adventure|Animation|Children|Musical
889,1994,Drama|Romance
890,1988,Thriller
891,1995,Horror|Thriller
892,1996,Comedy|Drama|Romance
893,1996,Drama
894,1933,Romance
895,1992,Drama
896,1994,Drama
897,1943,Adventure|Drama|Romance|War
898,Stor, The (1940)"899,1952,Comedy|Musical|Romance
900,Pari, An (1951)"901,1957,Comedy|Musical
902,1961,Drama|Romance
903,1958,Drama|Mystery|Romance|Thriller
904,1954,Mystery|Thriller
905,1934,Comedy|Romance
906,1944,Drama|Thriller
907,orce, The (1934)"908,1959,Action|Adventure|Mystery|Romance|Thriller
909,tmen, The (1960)"910,1959,Comedy|Crime
911,1963,Comedy|Crime|Mystery|Romance|Thriller
912,1942,Drama|Romance
913,alco, The (1941)"914,1964,Comedy|Drama|Musical|Romance
915,1954,Comedy|Romance
916,1953,Comedy|Drama|Romance
917,nces, The (1939)"918,1944,Musical
919,of O, The (1939)"920,1939,Drama|Romance|War
921,1982,Comedy
922,1950,Drama|Film-Noir|Romance
923,1941,Drama|Mystery
924,1968,Adventure|Drama|Sci-Fi
925,1947,Adventure|Romance|War
926,1950,Drama
927,Wome, The (1939)"928,1940,Drama|Mystery|Romance|Thriller
929,1940,Drama|Film-Noir|Mystery|Thriller
930,1946,Film-Noir|Romance|Thriller
931,1945,Mystery|Romance|Thriller
932,embe, An (1957)"933,1955,Crime|Mystery|Romance|Thriller
934,1950,Comedy
935,Wago, The (1953)"936,1939,Comedy|Romance
937,1957,Comedy|Romance
938,1958,Musical
939,tant, The (1958)"940, Hoo, The (1938)"941,Zorr, The (1940)"942,1944,Crime|Film-Noir|Mystery
943, Mui, The (1947)"944,1937,Drama
945,1935,Comedy|Musical|Romance
946,1942,Comedy|Drama|War
947,1936,Comedy|Romance
948,1956,Drama|Romance|Western
949,1955,Drama
950,n Ma, The (1934)"951,1940,Comedy|Romance
952,1956,Adventure|Comedy
953,1946,Drama|Fantasy|Romance
954,1939,Drama
955,1938,Comedy|Romance
956,1941,Drama|Romance
957,ette, The (1926)"958,1943,Comedy|Mystery
959,1934,Drama
960,1946,Crime|Drama
961,1936,Drama
962,1939,Crime|Drama
963,nera, The (1949)"964,1947,Romance|Western
965,Step, The (1935)"966,e Su, A (1945)"967,utla, The (1943)"968,1968,Horror|Sci-Fi|Thriller
969,Quee, The (1951)"970,1953,Adventure|Comedy|Crime|Drama|Romance
971,1958,Drama
972,Pari, The (1954)"973,1941,Comedy|Drama
974,1938,Drama|Romance
975,1937,Comedy|Musical
976, Arm, A (1932)"977,1936,Mystery
979,1995,Drama|War
980,"Ye, Madam (a.k.a. Police Assassins) (a.k.a. In the Line of Duty 2) (Huang gu shi jie) (1985)"981,1997,Drama
982,1955,Drama
983,1995,Romance
984, Lov, The (1996)"985,1995,Documentary
986,1996,Adventure|Children
987,1997,Drama|Romance
988,1996,Comedy|Drama
989,1995,Drama
990,1996,Action|Adventure|Thriller
991,1996,Drama
992, Wif, The (1996)"993,1996,Drama
994,1996,Comedy|Drama
996,1996,Action|Crime|Drama|Thriller
997,1996,Drama|Thriller
998,1996,Action|Crime
999,1996,Crime|Film-Noir
1000,1996,Crime
1001,ciat, The (Associé1002,1996,Comedy|Romance
1003,1996,Drama|Thriller
1004,r Ma, The (1996)"1005,1996,Children|Comedy
1006,ambe, The (1996)"1007, Gan, The (1975)"1008,cket, King of the Wild Frontier (1955)"1009,1975,Adventure|Children|Fantasy
1010,e Bu, The (1969)"1011,1974,Adventure|Children|Comedy
1012,1957,Children|Drama
1013, Tra, The (1961)"1014,1960,Children|Comedy|Drama
1015,1993,Adventure|Children|Drama
1016,y Do, The (1959)"1017,1960,Adventure|Children
1018,1965,Children|Comedy|Mystery
1019,"2,000 Leagues Under the Sea (1954)"1020,1993,Comedy
1021,1994,Children|Comedy
1022,1950,Animation|Children|Fantasy|Musical|Romance
