id,year,genres
496,1994,Comedy|Drama|Romance
497,1993,Comedy|Romance
498,1993,Drama|Romance
499,1993,Comedy|Romance
500,1993,Comedy
501,1993,Drama
502,1994,Action|Children's
503,1994,Drama
504,1994,Action|Sci-Fi
505,1994,Comedy
506,1993,Drama
507,1993,Action|Drama
508,1993,Drama
509,1993,Drama|Romance
510,1993,Drama
511,1993,Action|Drama
512,1994,Horror|Sci-Fi
513,1994,Comedy|Mystery|Romance
514,1994,Comedy
515,1993,Drama
516,1994,Comedy|Drama|War
517,1993,Action|Drama|Mystery
518,1994,Comedy
519,1993,Sci-Fi|Thriller
520,1993,Comedy
521,1993,Crime|Thriller
522,1992,Action|Drama
523,1993,Drama
524,1993,Drama
525,1993,Drama
526,1992,Drama
527,1993,Drama|War
528,1994,Drama
529,1993,Drama
530,1994,Drama
531,1993,Children's|Drama
532,1994,Comedy|Crime|Horror
533,1994,Action
534,1993,Drama|Romance
535,1993,Drama
536,1994,Drama
537,1994,Comedy|Drama
538,1993,Drama
539,1993,Comedy|Romance
540,1993,Thriller
541,1982,Film-Noir|Sci-Fi
542,1993,Comedy
543,1993,Comedy|Romance|Thriller
544,1993,Action
545,1993,Drama
546,1993,Action|Adventure|Children's|Sci-Fi
547,1994,Action|Adventure|Thriller
548,1994,Action
549,1993,Documentary
550,1994,Comedy|Romance
551,1993,Children's|Comedy|Musical
552,1993,Action|Adventure|Comedy
553,1993,Western
554,1994,Thriller
555,1993,Action|Crime|Romance
556,1993,Documentary
557,1962,Drama
558,1994,Action|Adventure|Animation|Children's|Fantasy
559,1993,Comedy
560,1994,Drama
561,1994,Thriller
562,1995,Comedy|Drama
563,1993,Drama
564,1994,Comedy
565,1992,Horror
566,1994,Comedy|Romance
567,1993,Drama
568,1993,Comedy|Drama
569,1994,Children's|Comedy
570,1993,Comedy|Drama
571,1994,Drama
572,1994,Drama
573,1993,Drama
574,1994,Comedy|Drama
575,1994,Children's|Comedy
576,1993,Comedy
577,1994,Adventure|Children's
578,1993,Drama|Mystery
579,1993,Thriller
580,1994,Drama
581,1995,Documentary
582,1993,Comedy
583,1994,Comedy|Drama
584,1993,Drama
585,1995,Comedy
586,1990,Children's|Comedy
587,1990,Comedy|Romance|Thriller
588,1992,Animation|Children's|Comedy|Musical
589,1991,Action|Sci-Fi|Thriller
590,1990,Adventure|Drama|Western
591,1995,Action|Drama|Thriller
592,1989,Action|Adventure|Crime|Drama
593,1991,Drama|Thriller
594,1937,Animation|Children's|Musical
595,1991,Animation|Children's|Musical
596,1940,Animation|Children's
597,1990,Comedy|Romance
598,1994,Comedy
599,1969,Western
600,1994,Thriller
601,1994,Drama
602,1994,Documentary
603,1995,Comedy
604,1996,Documentary
605,1996,Drama|Romance
606,1995,Horror
607,1993,Drama
608,1996,Crime|Drama|Thriller
609,1996,Adventure|Children's
610,1981,Action|Adventure|Animation|Horror|Sci-Fi
611,1996,Action|Horror|Sci-Fi
612,1996,Comedy
613,1996,Drama|Romance
614,1994,Drama|Thriller
615,1973,Drama
616,1970,Animation|Children's
617,1995,Drama
618,1996,Comedy|Romance
619,1996,Comedy
620,1991,Drama
621,1993,Drama
623,1995,Romance
624,1995,Action|Drama|Thriller
625,1990,Drama
626,1996,Comedy
627,1995,Drama|Thriller
628,1996,Drama|Thriller
629,1995,Drama
630,1996,Drama|Romance
631,1996,Animation|Children's|Musical
632,1995,War
633,1995,Comedy
634,1995,Comedy
635,1996,Comedy|Drama
636,1995,Drama
637,1996,Comedy
638,1995,Romance
639,1996,Comedy
640,1996,Drama|Thriller
641,1994,Comedy
642,1995,Drama
643,1996,Comedy
644,1996,Comedy
645,1995,Drama
647,1996,Drama|War
648,1996,Action|Adventure|Mystery
649,1994,Comedy|Drama
650,1996,Drama
651,1996,Comedy
652,1995,Mystery
653,1996,Action|Adventure|Fantasy
654,1996,Drama|Romance
655,1995,Comedy
656,1996,Comedy
657,1994,Comedy|Drama
658,1995,Drama
659,1960,Crime|Thriller
660,1996,Drama
661,1996,Animation|Children's|Musical
662,1996,Thriller
663,1996,Comedy
664,1996,Comedy
665,1995,War
666,1996,Drama
667,1995,Action
668,1955,Drama
669,1956,Drama
670,1959,Drama
671,1996,Comedy|Sci-Fi
672,1995,Drama
673,1996,Adventure|Animation|Children's|Comedy|Fantasy
674,1968,Adventure|Sci-Fi
675,1994,Action|Drama|Thriller
676,1996,Drama
678,1993,Drama|Thriller
679,1995,Drama
680,1965,Sci-Fi
681,1981,Crime
682,1994,Documentary|Drama
683,1993,Documentary
684,1980,Drama
685,1995,Drama
687,1994,Drama|Romance
688,1995,Action|Adventure|Comedy|War
690,1994,Romance
691,1996,Comedy|Romance
692,1996,Action|Sci-Fi|Thriller
693,1994,Drama
694,1996,Action
695,1995,Mystery|Thriller
696,1995,Thriller
697,1996,Drama|Romance
698,1994,Drama
699,1991,Drama
700,1995,Comedy
701,1992,Drama
702,1968,Drama
703,1996,Drama
704,1996,Action|Adventure
705,1996,Comedy
706,1996,Drama
707,1996,Crime|Film-Noir|Thriller
708,1996,Comedy|Romance
709,1988,Animation|Children's
710,1996,Comedy
711,1996,Adventure|Children's
712,1994,Drama
713,1994,Drama
714,1995,Western
715,1995,Drama
716,1975,Crime
717,1995,Comedy
718,1993,Comedy|Sci-Fi
719,1996,Comedy
720,1996,Animation
721,1995,Drama
722,1995,Documentary
723,1986,Drama
724,1996,Drama|Horror
725,1996,Comedy
726,1996,Drama
727,1995,Documentary
728,1995,Comedy
729,1995,Drama
730,1994,Drama
731,1996,Mystery|Thriller
732,1996,Crime
733,1996,Action|Adventure|Thriller
734,1996,Comedy
735,1994,Comedy|Horror
736,1996,Action|Adventure|Romance|Thriller
737,1996,Action|Sci-Fi
738,1995,Drama
739,1996,Comedy
741,1995,Animation|Sci-Fi
742,1996,Horror|Thriller
743,1996,Comedy
744,1995,Drama
745,1995,Animation|Comedy|Thriller
746,1948,Film-Noir
747,1996,Comedy
748,1996,Action|Sci-Fi|Thriller
749,1943,Drama
750,1963,Sci-Fi|War
751,1992,Comedy
752,1992,Comedy|Romance
753,1995,Comedy|Drama
754,1995,Adventure|Children's
755,1950,Children's|Drama
756,1994,Documentary
757,1994,Drama
758,1992,Drama
759,1994,Documentary
760,1993,War
761,1996,Adventure
762,1996,Comedy|Crime
763,1996,Drama
764,1995,Drama|Romance
765,1996,Comedy|Drama
766,1996,Drama
767,1995,Drama
768,1995,Drama
769,1996,Documentary
770,1946,Drama
771,1987,Comedy|Drama
772,1992,Comedy
773,1973,Drama
774,1982,Drama
775,1968,Horror
776,1994,Comedy|Drama
777,1995,War
778,1996,Drama
779,1997,Drama|Romance
780,1996,Action|Sci-Fi|War
781,1996,Drama
782,1996,Thriller
783,1996,Animation|Children's|Musical
784,1996,Comedy
785,1996,Comedy
786,1996,Action|Thriller
787,1995,Documentary
788,1996,Comedy|Fantasy|Romance|Sci-Fi
789,1990,Drama
790,1994,Drama
791,1995,Documentary
792,1987,Fantasy
793,1993,Drama
794,1994,Comedy|Drama
795,1994,Drama
796,1974,Drama
797,1991,Comedy
798,1996,Action|Adventure|Thriller
799,1996,Comedy|Horror
800,1996,Drama|Mystery
801,1996,Children's|Comedy
802,1996,Drama|Romance
803,1996,Romance
804,1996,Comedy|Romance
805,1996,Drama
806,1996,Drama
807,1995,Comedy|Romance
808,1996,Adventure|Children's
809,1996,Action|Adventure
810,1996,Children's|Comedy|Fantasy
811,1994,Comedy
812,1994,Drama
813,1996,Comedy
814,1995,Drama
815,1995,Action|Mystery|Thriller
816,1995,Drama
818,1996,Comedy
819,1993,Comedy|Drama
820,1956,Drama
821,1995,Romance
822,1992,Drama
823,1967,Drama
824,1993,Drama
825,1996,Comedy|Romance
826,1995,Drama
827,1995,Drama
828,1996,Adventure|Children's
829,1996,Comedy|Musical
830,1996,Comedy
831,1995,Drama
832,1996,Drama|Thriller
833,1996,Comedy
834,1996,Comedy
835,1996,Drama
836,1996,Action|Adventure|Thriller
837,1996,Children's|Comedy
838,1996,Comedy|Drama|Romance
839,1996,Action|Thriller
840,1996,Comedy
841,1959,Horror
842,1996,Horror
843,1995,Drama
844,1993,Drama
845,1994,Drama
846,1995,Drama
847,1996,Comedy|Drama
848,1996,Drama
849,1996,Action|Adventure|Sci-Fi|Thriller
850,1995,Crime|Drama
851,1996,Drama
852,1996,Comedy|Romance
853,1992,Drama
854,1958,Drama
855,1990,Drama
856,1993,Comedy
857,1949,Drama
858,1972,Action|Crime|Drama
859,1996,Documentary
860,1994,Comedy
861,1992,Action|Thriller
862,1996,Drama
863,1994,Comedy
864,1995,Comedy|Drama
865,1995,Drama
866,1996,Crime|Drama|Romance|Thriller
867,1996,Comedy|Crime
868,1991,Comedy
869,1996,Crime
870,1997,Comedy
871,1996,Comedy
872,1994,Drama
873,1976,Drama
874,1995,Crime|Drama
875,1994,Drama
876,1993,Action
877,1996,Drama
878,1995,Drama
879,1997,Horror
880,1996,Sci-Fi|Thriller
881,1996,Children's|Comedy
882,1996,Drama|Thriller
884,1995,Drama
885,1996,Children's|Drama|Fantasy
886,1996,Action
887,1998,Drama
888,1995,Animation|Children's
889,1994,Romance
890,1988,Thriller
891,1995,Horror|Thriller
892,1996,Comedy|Drama|Romance
893,1996,Drama
894,1933,Romance
895,1992,Drama
896,1994,Drama
897,1943,Adventure|War
898,1940,Comedy|Romance
899,1952,Musical|Romance
900,1951,Musical|Romance
901,1957,Comedy|Musical
902,1961,Drama|Romance
903,1958,Mystery|Thriller
904,1954,Mystery|Thriller
905,1934,Comedy
906,1944,Mystery|Thriller
907,1934,Comedy|Musical|Romance
908,1959,Drama|Thriller
909,1960,Comedy|Drama
910,1959,Comedy|Crime
911,1963,Comedy|Mystery|Romance|Thriller
912,1942,Drama|Romance|War
913,1941,Film-Noir|Mystery
914,1964,Musical|Romance
915,1954,Comedy|Romance
916,1953,Comedy|Romance
917,1939,Children's|Drama
918,1944,Musical
919,1939,Adventure|Children's|Drama|Musical
920,1939,Drama|Romance|War
921,1982,Comedy
922,1950,Film-Noir
923,1941,Drama
924,1968,Drama|Mystery|Sci-Fi|Thriller
925,1947,Adventure|Romance
926,1950,Drama
927,1939,Comedy
928,1940,Romance|Thriller
929,1940,Thriller
930,1946,Film-Noir|Romance|Thriller
931,1945,Mystery|Romance|Thriller
932,1957,Romance
933,1955,Comedy|Romance|Thriller
934,1950,Comedy
935,1953,Comedy|Musical
936,1939,Comedy|Romance
937,1957,Comedy|Romance
938,1958,Musical
939,1958,Comedy|Drama
940,1938,Action|Adventure
941,1940,Adventure
942,1944,Crime|Film-Noir|Mystery
943,1947,Drama|Romance
944,1937,Drama
945,1935,Comedy|Musical|Romance
946,1942,Comedy|Drama|War
947,1936,Comedy
948,1956,Drama
949,1955,Drama
950,1934,Mystery
951,1940,Comedy
952,1956,Adventure|Comedy
953,1946,Drama
954,1939,Drama
955,1938,Comedy
956,1941,Drama|Romance
957,1926,Drama
958,1943,Comedy|Mystery
959,1934,Drama
960,1946,Crime|Drama
961,1936,Drama
962,1939,Crime|Drama
963,1949,Musical
964,1947,Western
965,1935,Thriller
966,1945,Drama
967,1943,Western
968,1968,Horror|Sci-Fi
969,1951,Action|Adventure|Romance|War
970,1954,Comedy|Drama
971,1958,Drama
972,1954,Drama
973,1941,Drama
974,1938,Drama|Romance
975,1937,Comedy|Musical
976,1932,Romance|War
977,1936,Mystery
978,1930,Drama
979,1995,Drama|War
980,1987,Action
981,1997,Drama
982,1955,Drama
983,1995,Romance
984,1996,Comedy|Drama
985,1996,Documentary
986,1996,Adventure|Children's
987,1997,Drama|Romance
988,1996,Comedy|Drama
989,1995,Drama
990,1996,Action|Adventure|Thriller
991,1996,Drama|War
992,1996,Thriller
993,1996,Drama
994,1996,Drama
996,1996,Action|Drama|Western
997,1996,Drama|Thriller
998,1996,Action|Crime
999,1996,Crime
1000,1996,Crime
1001,1982,Comedy
1002,1996,Comedy
1003,1996,Drama|Thriller
1004,1996,Action|Thriller
1005,1996,Children's|Comedy
1006,1996,Drama
1007,1975,Children's|Comedy|Western
1008,1955,Western
1009,1975,Adventure|Children's|Fantasy
1010,1969,Children's|Comedy
1011,1974,Adventure|Children's|Comedy
1012,1957,Children's|Drama
1013,1961,Children's|Drama
1014,1960,Children's|Comedy|Drama
1015,1993,Adventure|Children's
1016,1959,Children's|Comedy
1017,1960,Adventure|Children's
1018,1965,Children's|Comedy|Mystery
1019,1954,Adventure|Children's|Fantasy|Sci-Fi
1020,1993,Comedy
1021,1994,Children's|Comedy
1022,1950,Animation|Children's|Musical
1023,1968,Animation|Children's
1024,1945,Animation|Children's|Musical
1025,1963,Animation|Children's
1026,1949,Children's|Drama
1027,1991,Drama
1028,1964,Children's|Comedy|Musical
1029,1941,Animation|Children's|Musical
1030,1977,Adventure|Animation|Children's|Musical
1031,1971,Adventure|Children's|Musical
1032,1951,Animation|Children's|Musical
1033,1981,Animation|Children's
1034,1996,Crime
1035,1965,Musical
1036,1988,Action|Thriller
1037,1992,Action|Sci-Fi|Thriller
1038,1996,Drama
1039,1995,Documentary
1040,1996,Drama
1041,1996,Drama
1042,1996,Comedy
1043,1996,Drama|Romance
1044,1996,Drama
1045,1996,Comedy|Drama
1046,1996,Drama|Romance
1047,1996,Action|Thriller
1049,1996,Action|Adventure
1050,1996,Documentary|Drama
1051,1996,Drama
1052,1996,Drama
1053,1996,Crime|Drama
1054,1996,Drama
1055,1997,Thriller
1056,1996,Drama
1057,1996,Comedy|Musical|Romance
1058,1996,Drama
1059,1996,Drama|Romance
1060,1996,Comedy|Drama
1061,1996,Crime|Drama
1062,1996,Drama
1063,1996,Drama
1064,1996,Animation|Children's|Comedy
1065,1950,Mystery
1066,1937,Comedy|Musical|Romance
1067,1937,Comedy|Musical|Romance
1068,1947,Crime|Film-Noir
1069,1944,Film-Noir|Thriller
1070,1952,Adventure
1071,1994,Romance|War
1073,1971,Adventure|Children's|Comedy|Fantasy
1075,1994,Comedy
1076,1961,Thriller
1077,1973,Comedy|Sci-Fi
1078,1971,Comedy|War
1079,1988,Comedy
1080,1979,Comedy
1081,1982,Comedy|Musical
1082,1972,Drama
1083,1965,Comedy|Musical
1084,1967,Crime|Drama
1085,1958,Adventure|Drama
1086,1954,Mystery|Thriller
1087,1995,Musical
1088,1987,Musical|Romance
1089,1992,Crime|Thriller
1090,1986,Drama|War
1091,1989,Comedy
1092,1992,Mystery|Thriller
1093,1991,Drama|Musical
1094,1992,Drama|Romance|War
1095,1992,Drama
1096,1982,Drama
1097,1982,Children's|Drama|Fantasy|Sci-Fi
1098,1996,Comedy
1099,1938,Drama
1100,1990,Action|Romance
1101,1986,Action|Romance
1102,1996,Action
1103,1955,Drama
1104,1951,Drama
1105,1996,Horror
1106,1996,Documentary
1107,1991,Comedy
1108,1995,Documentary
1109,1996,Drama
1110,1996,Action
1111,1996,Documentary
1112,1996,Action|Drama
1113,1996,Comedy
1114,1996,Drama
1115,1995,Comedy|Drama
1116,1995,Drama
1117,1996,Drama
1118,1995,Adventure|Western
1119,1997,Drama
1120,1996,Drama
1121,1996,Drama
1122,1995,Documentary
1123,1996,Documentary
1124,1981,Drama
1125,1974,Comedy
1126,1991,Comedy|Fantasy
1127,1989,Action|Adventure|Sci-Fi|Thriller
1128,1980,Horror
1129,1981,Action|Adventure|Sci-Fi|Thriller
1130,1980,Horror
1131,1986,Drama
1132,1986,Drama
1133,1994,Comedy|Drama
1134,1993,Action|Drama
1135,1980,Comedy
1136,1974,Comedy
1137,1996,Romance
1138,1995,Documentary
1139,1996,Drama
1140,1996,Drama
